timestamp,symbol,open,high,low,close,volume
1762480800,ADAUSDT,0.5342,0.5342,0.5342,0.5342,350.0
1762480800,AVAXUSDT,16.13,16.13,16.13,16.13,0.0
1762480800,BNBUSDT,953.49,953.49,953.47,953.47,0.121
1762480800,BTCUSDT,101575.45,101625.54,101574.98,101625.54,0.00909
1762480800,DOGEUSDT,0.16332,0.16332,0.16332,0.16332,241.0
1762480800,ETHUSDT,3326.44,3326.44,3326.44,3326.44,0.0045
1762480800,LINKUSDT,14.68,14.68,14.68,14.68,0.0
1762480800,LTCUSDT,88.08,88.08,88.08,88.08,2.613
1762480800,SOLUSDT,157.04,157.39,157.01,157.01,10.621
1762480800,XRPUSDT,2.2203,2.2203,2.2148,2.2193,73.3
1762481100,ADAUSDT,0.5342,0.5342,0.5342,0.5342,0.0
1762481100,AVAXUSDT,16.24,16.26,16.23,16.23,10.48
1762481100,BNBUSDT,949.71,949.71,949.71,949.71,0.098
1762481100,BTCUSDT,101625.98,101625.98,101625.1,101625.1,0.00061
1762481100,DOGEUSDT,0.16332,0.16332,0.16332,0.16332,0.0
1762481100,ETHUSDT,3323.54,3330.92,3323.54,3330.92,0.0244
1762481100,LINKUSDT,14.68,14.68,14.68,14.68,0.0
1762481100,LTCUSDT,88.08,88.08,88.08,88.08,0.0
1762481100,SOLUSDT,157.5,157.5,157.5,157.5,0.267
1762481100,XRPUSDT,2.216,2.2187,2.2131,2.2186,173.1
1762481400,ADAUSDT,0.5342,0.5342,0.5342,0.5342,0.0
1762481400,AVAXUSDT,16.23,16.23,16.23,16.23,0.0
1762481400,BNBUSDT,955.29,955.29,955.29,955.29,0.052
1762481400,BTCUSDT,101626.42,101626.42,101626.35,101626.35,0.00036
1762481400,DOGEUSDT,0.16332,0.16332,0.16332,0.16332,0.0
1762481400,ETHUSDT,3316.12,3316.12,3316.12,3316.12,0.047
1762481400,LINKUSDT,14.68,14.68,14.68,14.68,0.0
1762481400,LTCUSDT,88.08,88.08,88.08,88.08,0.0
1762481400,SOLUSDT,157.5,157.5,157.5,157.5,0.0
1762481400,XRPUSDT,2.2177,2.2177,2.2128,2.2129,868.1
1762481700,ADAUSDT,0.5348,0.5348,0.5348,0.5348,25.0
1762481700,AVAXUSDT,16.26,16.28,16.26,16.28,28.26
1762481700,BNBUSDT,955.29,955.29,955.29,955.29,0.0
1762481700,BTCUSDT,101626.43,101637.34,101560.0,101560.0,0.00597
1762481700,DOGEUSDT,0.16253,0.16253,0.16253,0.16253,241.0
1762481700,ETHUSDT,3316.12,3316.12,3316.12,3316.12,0.0
1762481700,LINKUSDT,14.68,14.68,14.68,14.68,0.0
1762481700,LTCUSDT,88.09,88.3,88.09,88.3,5.666
1762481700,SOLUSDT,157.22,157.22,157.22,157.22,0.031
1762481700,XRPUSDT,2.2156,2.2156,2.2111,2.2118,10197.7
1762482000,ADAUSDT,0.5348,0.5348,0.5348,0.5348,0.0
1762482000,AVAXUSDT,16.2,16.2,16.17,16.17,24.05
1762482000,BNBUSDT,949.81,949.81,949.81,949.81,1.446
1762482000,BTCUSDT,101713.71,101713.71,101417.49,101417.49,0.03386
1762482000,DOGEUSDT,0.16264,0.16264,0.16253,0.16253,1408.0
1762482000,ETHUSDT,3312.99,3312.99,3312.98,3312.98,0.09
1762482000,LINKUSDT,14.68,14.68,14.68,14.68,0.0
1762482000,LTCUSDT,89.04,89.04,89.04,89.04,0.536
1762482000,SOLUSDT,157.27,157.27,156.26,156.26,1.168
1762482000,XRPUSDT,2.2074,2.2074,2.2031,2.2059,11223.1
1762482300,ADAUSDT,0.5327,0.5327,0.5322,0.5322,955.7
1762482300,AVAXUSDT,16.17,16.17,16.17,16.17,0.0
1762482300,BNBUSDT,949.81,949.81,949.81,949.81,0.0
1762482300,BTCUSDT,101311.45,101311.45,101311.45,101311.45,0.00052
1762482300,DOGEUSDT,0.16253,0.16253,0.16253,0.16253,0.0
1762482300,ETHUSDT,3312.98,3312.98,3312.98,3312.98,0.0
1762482300,LINKUSDT,14.75,14.75,14.73,14.73,19.97
1762482300,LTCUSDT,85.57,85.57,85.53,85.53,0.759
1762482300,SOLUSDT,156.24,156.24,156.24,156.24,0.823
1762482300,XRPUSDT,2.2059,2.2059,2.2059,2.2059,0.0
1762482600,ADAUSDT,0.5327,0.5327,0.5327,0.5327,911.9
1762482600,AVAXUSDT,16.21,16.26,16.21,16.26,13.0
1762482600,BNBUSDT,948.79,948.79,948.79,948.79,0.009
1762482600,BTCUSDT,101311.45,101515.73,101311.45,101515.73,0.00827
1762482600,DOGEUSDT,0.16296,0.16296,0.16296,0.16296,24.0
1762482600,ETHUSDT,3324.52,3324.64,3324.52,3324.64,0.0244
1762482600,LINKUSDT,14.73,14.73,14.73,14.73,0.0
1762482600,LTCUSDT,88.13,88.56,87.92,87.92,0.218
1762482600,SOLUSDT,156.44,157.04,156.44,157.04,0.848
1762482600,XRPUSDT,2.2146,2.2146,2.2146,2.2146,9.0
1762482900,ADAUSDT,0.5359,0.5359,0.5347,0.5347,1274.3
1762482900,AVAXUSDT,16.28,16.28,16.28,16.28,8.0
1762482900,BNBUSDT,948.79,948.79,948.79,948.79,0.0
1762482900,BTCUSDT,101515.67,101515.73,101515.67,101515.73,0.04615
1762482900,DOGEUSDT,0.16297,0.16336,0.16297,0.16336,389.0
1762482900,ETHUSDT,3326.56,3327.2,3325.66,3325.76,0.0548
1762482900,LINKUSDT,14.73,14.73,14.73,14.73,0.0
1762482900,LTCUSDT,88.7,88.7,88.7,88.7,1.037
1762482900,SOLUSDT,157.05,157.05,157.05,157.05,0.031
1762482900,XRPUSDT,2.2181,2.2181,2.218,2.218,45.1
1762483200,ADAUSDT,0.5347,0.5347,0.5347,0.5347,0.0
1762483200,AVAXUSDT,16.3,16.31,16.3,16.31,20.0
1762483200,BNBUSDT,948.79,948.79,948.79,948.79,0.0
1762483200,BTCUSDT,101515.73,101515.73,101515.73,101515.73,0.0
1762483200,DOGEUSDT,0.16341,0.16341,0.16336,0.16336,3010.0
1762483200,ETHUSDT,3325.75,3330.24,3325.75,3329.32,0.021
1762483200,LINKUSDT,14.73,14.73,14.73,14.73,0.0
1762483200,LTCUSDT,88.7,88.7,88.7,88.7,0.0
1762483200,SOLUSDT,156.95,156.95,156.95,156.95,0.224
1762483200,XRPUSDT,2.2166,2.2166,2.2166,2.2166,18.0
1762483500,ADAUSDT,0.5347,0.5347,0.5347,0.5347,0.0
1762483500,AVAXUSDT,16.3,16.34,16.3,16.34,20.04
1762483500,BNBUSDT,948.79,948.79,948.79,948.79,0.0
1762483500,BTCUSDT,101631.28,101631.28,101631.28,101631.28,0.00077
1762483500,DOGEUSDT,0.16349,0.1637,0.16342,0.16342,2981.0
1762483500,ETHUSDT,3330.76,3330.76,3330.76,3330.76,0.003
1762483500,LINKUSDT,14.73,14.73,14.73,14.73,0.0
1762483500,LTCUSDT,88.7,88.7,88.7,88.7,0.0
1762483500,SOLUSDT,157.3,157.36,157.3,157.36,0.103
1762483500,XRPUSDT,2.2144,2.2144,2.2144,2.2144,62.4
1762483800,ADAUSDT,0.538,0.538,0.538,0.538,88.7
1762483800,AVAXUSDT,16.34,16.35,16.34,16.35,6.65
1762483800,BNBUSDT,955.76,959.16,955.76,958.68,0.845
1762483800,BTCUSDT,101757.16,101787.67,101632.89,101787.67,0.00308
1762483800,DOGEUSDT,0.16371,0.16391,0.16371,0.16391,2820.0
1762483800,ETHUSDT,3325.2,3341.28,3325.2,3337.66,0.237
1762483800,LINKUSDT,14.89,14.89,14.89,14.89,0.45
1762483800,LTCUSDT,89.14,89.14,88.74,88.74,4.738
1762483800,SOLUSDT,157.23,157.78,157.23,157.78,23.604
1762483800,XRPUSDT,2.2203,2.2217,2.2195,2.2209,93.6
1762484100,ADAUSDT,0.538,0.538,0.538,0.538,0.0
1762484100,AVAXUSDT,16.35,16.35,16.35,16.35,0.0
1762484100,BNBUSDT,956.98,959.56,956.54,956.62,0.152
1762484100,BTCUSDT,101757.43,101865.02,101757.37,101865.02,0.00397
1762484100,DOGEUSDT,0.16412,0.16412,0.16412,0.16412,240.0
1762484100,ETHUSDT,3344.41,3348.94,3338.72,3338.72,0.0741
1762484100,LINKUSDT,14.89,14.89,14.89,14.89,0.0
1762484100,LTCUSDT,89.0,89.0,88.82,88.82,1.348
1762484100,SOLUSDT,157.82,157.95,157.79,157.95,1.693
1762484100,XRPUSDT,2.2225,2.2234,2.2195,2.2228,122.5
1762484400,ADAUSDT,0.539,0.5404,0.539,0.5404,942.9
1762484400,AVAXUSDT,16.41,16.45,16.41,16.43,85.13
1762484400,BNBUSDT,958.86,968.1,958.86,968.1,13.154
1762484400,BTCUSDT,101886.15,102133.6,101886.15,102133.6,0.02646
1762484400,DOGEUSDT,0.16435,0.16445,0.16434,0.16434,545.0
1762484400,ETHUSDT,3350.57,3354.73,3350.57,3354.73,0.288
1762484400,LINKUSDT,14.96,14.96,14.96,14.96,1.48
1762484400,LTCUSDT,88.82,88.82,88.82,88.82,0.0
1762484400,SOLUSDT,157.99,158.49,157.97,157.97,17.423
1762484400,XRPUSDT,2.225,2.2261,2.225,2.2261,49.2
1762484700,ADAUSDT,0.5384,0.54,0.5384,0.54,323.6
1762484700,AVAXUSDT,16.48,16.5,16.48,16.5,24.05
1762484700,BNBUSDT,964.98,974.5,964.98,970.65,14.565
1762484700,BTCUSDT,102133.6,102245.66,102133.6,102245.66,0.03615
1762484700,DOGEUSDT,0.1646,0.16493,0.1646,0.16493,1702.0
1762484700,ETHUSDT,3344.52,3357.13,3344.52,3352.28,0.0465
1762484700,LINKUSDT,15.0,15.03,15.0,15.02,4.04
1762484700,LTCUSDT,89.03,89.16,89.03,89.16,0.427
1762484700,SOLUSDT,158.17,158.5,158.17,158.5,1.074
1762484700,XRPUSDT,2.2272,2.2314,2.2272,2.2314,66.1
1762485000,ADAUSDT,0.54,0.54,0.54,0.54,0.0
1762485000,AVAXUSDT,16.48,16.48,16.48,16.48,8.21
1762485000,BNBUSDT,972.0,972.0,968.1,968.1,6.802
1762485000,BTCUSDT,102313.06,102313.09,102313.06,102313.09,0.00676
1762485000,DOGEUSDT,0.16491,0.16491,0.16491,0.16491,34.0
1762485000,ETHUSDT,3360.34,3360.35,3360.34,3360.35,0.0149
1762485000,LINKUSDT,15.02,15.02,15.02,15.02,0.0
1762485000,LTCUSDT,89.27,89.38,89.27,89.38,6.014
1762485000,SOLUSDT,158.22,158.22,158.14,158.15,0.67
1762485000,XRPUSDT,2.2336,2.2336,2.2314,2.2336,68.5
1762485300,ADAUSDT,0.5407,0.5407,0.5407,0.5407,20.2
1762485300,AVAXUSDT,16.47,16.48,16.47,16.48,13.52
1762485300,BNBUSDT,971.43,971.43,970.52,971.43,31.344
1762485300,BTCUSDT,102344.33,102344.33,102344.17,102344.25,0.00269
1762485300,DOGEUSDT,0.16469,0.16478,0.16461,0.16469,5985.0
1762485300,ETHUSDT,3360.71,3361.91,3360.71,3361.91,0.0135
1762485300,LINKUSDT,14.99,14.99,14.97,14.97,1.27
1762485300,LTCUSDT,89.38,89.38,89.38,89.38,0.0
1762485300,SOLUSDT,158.15,158.15,158.15,158.15,0.0
1762485300,XRPUSDT,2.235,2.235,2.2324,2.2324,5280.2
1762485600,ADAUSDT,0.5404,0.5404,0.5404,0.5404,20.8
1762485600,AVAXUSDT,16.48,16.49,16.48,16.49,23.25
1762485600,BNBUSDT,972.26,972.27,972.26,972.27,0.01
1762485600,BTCUSDT,102343.28,102343.28,102051.29,102342.57,0.00385
1762485600,DOGEUSDT,0.16477,0.16477,0.16477,0.16477,21.0
1762485600,ETHUSDT,3363.72,3363.76,3353.23,3353.23,0.1133
1762485600,LINKUSDT,14.99,14.99,14.99,14.99,0.73
1762485600,LTCUSDT,89.38,89.38,89.38,89.38,0.0
1762485600,SOLUSDT,158.15,158.15,158.15,158.15,0.0
1762485600,XRPUSDT,2.2329,2.2329,2.23,2.2313,549.0
1762485900,ADAUSDT,0.5404,0.5404,0.5404,0.5404,36.9
1762485900,AVAXUSDT,16.45,16.46,16.45,16.46,7.28
1762485900,BNBUSDT,966.01,969.48,965.77,969.48,0.053
1762485900,BTCUSDT,102340.95,102340.96,102055.87,102340.84,0.00821
1762485900,DOGEUSDT,0.16467,0.16467,0.16467,0.16467,83.0
1762485900,ETHUSDT,3353.23,3353.23,3353.23,3353.23,0.0
1762485900,LINKUSDT,14.99,14.99,14.99,14.99,0.0
1762485900,LTCUSDT,89.38,89.38,89.38,89.38,0.0
1762485900,SOLUSDT,157.55,157.55,157.55,157.55,0.079
1762485900,XRPUSDT,2.2319,2.2319,2.2313,2.2313,652.2
1762486200,ADAUSDT,0.5404,0.5404,0.5404,0.5404,0.0
1762486200,AVAXUSDT,16.46,16.46,16.46,16.46,0.0
1762486200,BNBUSDT,969.48,969.48,969.48,969.48,0.0
1762486200,BTCUSDT,102062.5,102062.5,102062.5,102062.5,6e-05
1762486200,DOGEUSDT,0.16467,0.16467,0.16467,0.16467,0.0
1762486200,ETHUSDT,3356.96,3356.96,3356.96,3356.96,0.0387
1762486200,LINKUSDT,14.95,14.95,14.95,14.95,9.33
1762486200,LTCUSDT,89.38,89.38,89.38,89.38,0.0
1762486200,SOLUSDT,157.55,157.55,157.55,157.55,0.0
1762486200,XRPUSDT,2.2319,2.2319,2.2319,2.2319,3.6
1762486500,ADAUSDT,0.539,0.539,0.539,0.539,18.8
1762486500,AVAXUSDT,16.46,16.46,16.46,16.46,0.0
1762486500,BNBUSDT,969.48,969.48,969.48,969.48,0.0
1762486500,BTCUSDT,102062.5,102062.5,102062.5,102062.5,0.0
1762486500,DOGEUSDT,0.16481,0.16483,0.16453,0.16483,775.0
1762486500,ETHUSDT,3356.83,3356.83,3356.83,3356.83,0.0029
1762486500,LINKUSDT,15.01,15.01,15.01,15.01,0.59
1762486500,LTCUSDT,89.35,89.36,89.35,89.36,0.328
1762486500,SOLUSDT,157.63,157.63,157.53,157.53,5.148
1762486500,XRPUSDT,2.2341,2.2341,2.2341,2.2341,17.9
1762486800,ADAUSDT,0.5392,0.5392,0.5392,0.5392,8.3
1762486800,AVAXUSDT,16.46,16.46,16.46,16.46,0.0
1762486800,BNBUSDT,969.48,969.48,969.48,969.48,0.0
1762486800,BTCUSDT,102337.01,102337.01,102334.79,102334.79,0.0029
1762486800,DOGEUSDT,0.16449,0.16449,0.16449,0.16449,9.0
1762486800,ETHUSDT,3356.83,3356.83,3356.83,3356.83,0.0
1762486800,LINKUSDT,15.01,15.01,15.01,15.01,9.97
1762486800,LTCUSDT,89.36,89.36,89.36,89.36,0.0
1762486800,SOLUSDT,157.51,157.52,157.45,157.45,1.292
1762486800,XRPUSDT,2.2303,2.2303,2.2258,2.2258,204.0
1762487100,ADAUSDT,0.5392,0.5408,0.5391,0.5408,1076.3
1762487100,AVAXUSDT,16.46,16.46,16.46,16.46,8.0
1762487100,BNBUSDT,965.24,965.95,964.08,965.95,2.343
1762487100,BTCUSDT,102070.4,102330.83,102047.31,102244.58,0.06568
1762487100,DOGEUSDT,0.16449,0.16449,0.16449,0.16449,0.0
1762487100,ETHUSDT,3348.0,3348.0,3348.0,3348.0,0.6245
1762487100,LINKUSDT,15.01,15.01,15.01,15.01,0.0
1762487100,LTCUSDT,89.36,89.36,89.36,89.36,0.0
1762487100,SOLUSDT,157.3,157.3,157.26,157.26,0.246
1762487100,XRPUSDT,2.2258,2.226,2.2258,2.226,741.0
1762487400,ADAUSDT,0.5403,0.5403,0.5389,0.5389,4843.5
1762487400,AVAXUSDT,16.46,16.46,16.45,16.45,12.0
1762487400,BNBUSDT,966.54,966.54,966.54,966.54,0.103
1762487400,BTCUSDT,101918.96,101918.96,101918.96,101918.96,0.00017
1762487400,DOGEUSDT,0.16416,0.16416,0.16401,0.16401,415.0
1762487400,ETHUSDT,3349.51,3349.51,3349.0,3349.0,0.0051
1762487400,LINKUSDT,15.01,15.01,15.01,15.01,0.0
1762487400,LTCUSDT,89.33,89.33,89.33,89.33,0.223
1762487400,SOLUSDT,157.1,157.1,156.93,156.93,2.083
1762487400,XRPUSDT,2.2251,2.226,2.2251,2.2253,813.5
1762487700,ADAUSDT,0.5389,0.5411,0.5389,0.5411,461.1
1762487700,AVAXUSDT,16.45,16.45,16.45,16.45,0.0
1762487700,BNBUSDT,965.77,965.77,965.77,965.77,0.101
1762487700,BTCUSDT,101918.96,101918.96,101918.96,101918.96,0.0
1762487700,DOGEUSDT,0.16412,0.16412,0.16412,0.16412,488.0
1762487700,ETHUSDT,3349.0,3349.0,3349.0,3349.0,0.0
1762487700,LINKUSDT,15.01,15.01,15.01,15.01,0.0
1762487700,LTCUSDT,89.33,89.33,89.33,89.33,0.0
1762487700,SOLUSDT,156.93,156.93,156.93,156.93,0.058
1762487700,XRPUSDT,2.2259,2.2259,2.2249,2.2249,3015.2
1762488000,ADAUSDT,0.5411,0.5418,0.5411,0.5411,1893.3
1762488000,AVAXUSDT,16.46,16.46,16.45,16.45,10.0
1762488000,BNBUSDT,965.3,968.05,965.3,968.05,0.103
1762488000,BTCUSDT,101885.43,102225.29,101885.42,102211.56,0.05062
1762488000,DOGEUSDT,0.16412,0.16412,0.16412,0.16412,0.0
1762488000,ETHUSDT,3344.12,3344.12,3341.28,3341.28,0.8352
1762488000,LINKUSDT,15.01,15.01,15.01,15.01,0.0
1762488000,LTCUSDT,89.33,89.33,89.33,89.33,0.0
1762488000,SOLUSDT,156.86,156.86,156.73,156.73,3.31
1762488000,XRPUSDT,2.2334,2.2334,2.2317,2.2317,449.9
1762488300,ADAUSDT,0.5397,0.5397,0.5389,0.5389,26308.0
1762488300,AVAXUSDT,16.45,16.45,16.42,16.43,42.4
1762488300,BNBUSDT,967.37,967.37,963.04,963.09,0.663
1762488300,BTCUSDT,101865.05,102073.44,101731.21,102068.63,0.33023
1762488300,DOGEUSDT,0.16395,0.16395,0.16395,0.16395,7.0
1762488300,ETHUSDT,3337.11,3337.11,3333.05,3333.05,0.0114
1762488300,LINKUSDT,14.95,14.95,14.95,14.95,17.32
1762488300,LTCUSDT,89.33,89.33,89.33,89.33,0.0
1762488300,SOLUSDT,156.58,156.58,156.0,156.12,122.8
1762488300,XRPUSDT,2.2265,2.2265,2.2203,2.2203,208.2
1762488600,ADAUSDT,0.5383,0.5384,0.5375,0.5379,26164.2
1762488600,AVAXUSDT,16.43,16.43,16.43,16.43,0.0
1762488600,BNBUSDT,965.11,965.11,961.22,962.9,0.102
1762488600,BTCUSDT,101631.28,101950.52,101525.18,101944.2,0.13911
1762488600,DOGEUSDT,0.16395,0.16395,0.16395,0.16395,0.0
1762488600,ETHUSDT,3342.2,3342.2,3331.04,3331.04,0.0195
1762488600,LINKUSDT,14.88,14.88,14.88,14.88,2.0
1762488600,LTCUSDT,89.33,89.33,89.33,89.33,0.0
1762488600,SOLUSDT,156.0,156.03,155.96,156.03,0.948
1762488600,XRPUSDT,2.2182,2.2182,2.2182,2.2182,44.9
1762488900,ADAUSDT,0.5379,0.5379,0.5379,0.5379,0.0
1762488900,AVAXUSDT,16.43,16.43,16.43,16.43,0.0
1762488900,BNBUSDT,962.24,962.24,962.24,962.24,0.626
1762488900,BTCUSDT,101944.2,101944.2,101944.2,101944.2,0.0
1762488900,DOGEUSDT,0.16395,0.16395,0.16395,0.16395,0.0
1762488900,ETHUSDT,3331.04,3331.04,3331.04,3331.04,0.0
1762488900,LINKUSDT,14.88,14.88,14.88,14.88,0.0
1762488900,LTCUSDT,89.33,89.33,89.33,89.33,0.0
1762488900,SOLUSDT,156.52,156.52,156.52,156.52,5.896
1762488900,XRPUSDT,2.218,2.2233,2.218,2.2233,35.5
1762489200,ADAUSDT,0.5379,0.5379,0.5379,0.5379,0.0
1762489200,AVAXUSDT,16.43,16.43,16.43,16.43,0.0
1762489200,BNBUSDT,966.71,966.71,966.71,966.71,0.003
1762489200,BTCUSDT,101944.2,101944.2,101944.2,101944.2,0.0
1762489200,DOGEUSDT,0.16395,0.16395,0.16395,0.16395,0.0
1762489200,ETHUSDT,3331.04,3331.04,3331.04,3331.04,0.0
1762489200,LINKUSDT,14.88,14.88,14.88,14.88,0.0
1762489200,LTCUSDT,89.33,89.33,89.33,89.33,0.0
1762489200,SOLUSDT,156.53,156.53,156.39,156.39,7.068
1762489200,XRPUSDT,2.2275,2.2275,2.2275,2.2275,5.8
1762489500,ADAUSDT,0.5379,0.5379,0.5379,0.5379,0.0
1762489500,AVAXUSDT,16.43,16.43,16.43,16.43,18.07
1762489500,BNBUSDT,966.71,966.71,966.71,966.71,0.0
1762489500,BTCUSDT,102042.41,102042.41,102042.18,102042.18,0.00867
1762489500,DOGEUSDT,0.16423,0.16423,0.16423,0.16423,1000.0
1762489500,ETHUSDT,3331.04,3331.04,3331.04,3331.04,0.0
1762489500,LINKUSDT,14.88,14.88,14.88,14.88,0.0
1762489500,LTCUSDT,89.33,89.33,89.33,89.33,0.0
1762489500,SOLUSDT,156.44,156.44,156.44,156.44,2.071
1762489500,XRPUSDT,2.2231,2.2231,2.2231,2.2231,2292.5
1762489800,ADAUSDT,0.5379,0.5379,0.5379,0.5379,18.5
1762489800,AVAXUSDT,16.43,16.43,16.43,16.43,0.0
1762489800,BNBUSDT,963.53,963.53,963.53,963.53,0.251
1762489800,BTCUSDT,102037.11,102037.11,102037.11,102037.11,0.00019
1762489800,DOGEUSDT,0.1641,0.1641,0.1641,0.1641,60.0
1762489800,ETHUSDT,3331.04,3331.04,3331.04,3331.04,0.004
1762489800,LINKUSDT,14.88,14.88,14.88,14.88,0.0
1762489800,LTCUSDT,89.33,89.33,89.33,89.33,0.0
1762489800,SOLUSDT,155.78,155.78,155.78,155.78,0.014
1762489800,XRPUSDT,2.2201,2.2205,2.2195,2.2195,731.6
1762490100,ADAUSDT,0.5379,0.5379,0.5379,0.5379,0.0
1762490100,AVAXUSDT,16.43,16.43,16.43,16.43,0.0
1762490100,BNBUSDT,960.0,960.0,960.0,960.0,2.071
1762490100,BTCUSDT,102036.02,102036.02,101628.83,101800.0,0.04745
1762490100,DOGEUSDT,0.1641,0.1641,0.1641,0.1641,0.0
1762490100,ETHUSDT,3331.04,3331.04,3331.04,3331.04,0.0
1762490100,LINKUSDT,14.88,14.88,14.88,14.88,0.0
1762490100,LTCUSDT,89.33,89.33,89.33,89.33,0.0
1762490100,SOLUSDT,155.78,155.78,155.41,155.41,1.689
1762490100,XRPUSDT,2.2181,2.2181,2.2087,2.2144,40.9
1762490400,ADAUSDT,0.5379,0.5379,0.5379,0.5379,0.0
1762490400,AVAXUSDT,16.43,16.43,16.43,16.43,0.0
1762490400,BNBUSDT,961.36,962.33,958.15,962.33,0.143
1762490400,BTCUSDT,101799.96,101951.97,101628.65,101631.99,0.19817
1762490400,DOGEUSDT,0.1641,0.1641,0.1641,0.1641,0.0
